regime,seed,selected_stages,truth_stages,exact_stage_vector,false_admission,folds_json
K_C_W_A,5,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010964352051329371, ""scores_json"": ""{\""A\"": 0.010964352051329371, \""C\"": 0.013317302906362679, \""K\"": 0.02910779499356311, \""W\"": 0.011032562818317737}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.009425387125734944, ""scores_json"": ""{\""A\"": 0.009425387125734944, \""C\"": 0.010906763527454524, \""K\"": 0.025943326955759148, \""W\"": 0.009425387125734944}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010871263468944266, ""scores_json"": ""{\""A\"": 0.010871263468944266, \""C\"": 0.013973509260919992, \""K\"": 0.032145275901676165, \""W\"": 0.010934126236654802}""}]"
K_C_W_A,6,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.00975168249166301, ""scores_json"": ""{\""A\"": 0.00975168249166301, \""C\"": 0.011463890801215633, \""K\"": 0.027584970505678673, \""W\"": 0.00975168249166301}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.011225020643631711, ""scores_json"": ""{\""A\"": 0.011225020643631711, \""C\"": 0.013238397035668014, \""K\"": 0.03168681272820006, \""W\"": 0.011225020643631711}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010528858447921145, ""scores_json"": ""{\""A\"": 0.010528858447921145, \""C\"": 0.01317120729121673, \""K\"": 0.030744798815952736, \""W\"": 0.010586952973513109}""}]"
K_C_W_A,7,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010140195772126367, ""scores_json"": ""{\""A\"": 0.010140195772126367, \""C\"": 0.012727920344073208, \""K\"": 0.028252224191716777, \""W\"": 0.010177665109263719}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010085249357450001, ""scores_json"": ""{\""A\"": 0.010085249357450001, \""C\"": 0.011728284394198664, \""K\"": 0.02709216095002094, \""W\"": 0.010126997802266523}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010392282273599032, ""scores_json"": ""{\""A\"": 0.010392282273599032, \""C\"": 0.01185808899920412, \""K\"": 0.027818415215586808, \""W\"": 0.010462759459369485}""}]"
K_C_W_A,8,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009789792214707955, ""scores_json"": ""{\""A\"": 0.009789792214707955, \""C\"": 0.01269131964202796, \""K\"": 0.026467128194654334, \""W\"": 0.009811487111919428}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009687000923371995, ""scores_json"": ""{\""A\"": 0.009687000923371995, \""C\"": 0.01074198963530393, \""K\"": 0.026280531272762815, \""W\"": 0.009729094544063031}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010247354986878138, ""scores_json"": ""{\""A\"": 0.010247354986878138, \""C\"": 0.01385581712514015, \""K\"": 0.03151180722539618, \""W\"": 0.010247354986878138}""}]"
K_C_W_A,9,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010489732753051057, ""scores_json"": ""{\""A\"": 0.010489732753051057, \""C\"": 0.013276145540636178, \""K\"": 0.03104621601351806, \""W\"": 0.010534047970158594}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010827000985442722, ""scores_json"": ""{\""A\"": 0.010827000985442722, \""C\"": 0.012730714706002257, \""K\"": 0.027333073246634153, \""W\"": 0.01087152525759207}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010423088082207616, ""scores_json"": ""{\""A\"": 0.010423088082207616, \""C\"": 0.013456636520199872, \""K\"": 0.03234676065477905, \""W\"": 0.010460431357378775}""}]"
K_C_W_A,10,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.008842873843891232, ""scores_json"": ""{\""A\"": 0.008842873843891232, \""C\"": 0.010789652360497915, \""K\"": 0.0245167659411733, \""W\"": 0.008842873843891232}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010344257514058219, ""scores_json"": ""{\""A\"": 0.010344257514058219, \""C\"": 0.01269067021781075, \""K\"": 0.028501772208130615, \""W\"": 0.010344257514058219}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.008723514510970521, ""scores_json"": ""{\""A\"": 0.008723514510970521, \""C\"": 0.0116247614756785, \""K\"": 0.02790541741817725, \""W\"": 0.008763559750990095}""}]"
K_C_W_A,11,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.011037157829938249, ""scores_json"": ""{\""A\"": 0.011037157829938249, \""C\"": 0.01260683380398645, \""K\"": 0.02928033954564015, \""W\"": 0.011037157829938249}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010580369496769115, ""scores_json"": ""{\""A\"": 0.010580369496769115, \""C\"": 0.012410127750136028, \""K\"": 0.026662660274900597, \""W\"": 0.010595399277905274}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.01107142269394972, ""scores_json"": ""{\""A\"": 0.01107142269394972, \""C\"": 0.014352139938385945, \""K\"": 0.030770336123312796, \""W\"": 0.011085365309486912}""}]"
K_C_W_A,12,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009799869589182766, ""scores_json"": ""{\""A\"": 0.009799869589182766, \""C\"": 0.01236116051353995, \""K\"": 0.02791591977547814, \""W\"": 0.009850652294513361}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010096757332769431, ""scores_json"": ""{\""A\"": 0.010096757332769431, \""C\"": 0.011917936109578595, \""K\"": 0.02885109454628769, \""W\"": 0.010096757332769431}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.011272787675922023, ""scores_json"": ""{\""A\"": 0.011272787675922023, \""C\"": 0.014034134172555106, \""K\"": 0.03407496707635709, \""W\"": 0.011319148776927513}""}]"
K_C_W_A,13,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.009609750924009135, ""scores_json"": ""{\""A\"": 0.009609750924009135, \""C\"": 0.011497418278784742, \""K\"": 0.02695270345196805, \""W\"": 0.009624542702495666}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009200159421407107, ""scores_json"": ""{\""A\"": 0.009200159421407107, \""C\"": 0.010775982501267383, \""K\"": 0.026073365716654365, \""W\"": 0.009220718803727344}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010503751460442912, ""scores_json"": ""{\""A\"": 0.010503751460442912, \""C\"": 0.012980335475993175, \""K\"": 0.031390676406097925, \""W\"": 0.010580714273848213}""}]"
K_C_W_A,14,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010262883489231578, ""scores_json"": ""{\""A\"": 0.010262883489231578, \""C\"": 0.012883001861205706, \""K\"": 0.02945022159026001, \""W\"": 0.010262883489231578}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010532761331692621, ""scores_json"": ""{\""A\"": 0.010532761331692621, \""C\"": 0.012439274961543094, \""K\"": 0.027036848139025682, \""W\"": 0.010648385557935703}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.01085703520220683, ""scores_json"": ""{\""A\"": 0.01085703520220683, \""C\"": 0.013960328201351017, \""K\"": 0.029903559178341407, \""W\"": 0.01100000566068453}""}]"
K_C_W_A,15,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.01009454407375741, ""scores_json"": ""{\""A\"": 0.01009454407375741, \""C\"": 0.01296146151618565, \""K\"": 0.028052318854237514, \""W\"": 0.010105309024711424}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009779168404305033, ""scores_json"": ""{\""A\"": 0.009779168404305033, \""C\"": 0.010391833952006097, \""K\"": 0.026101205181065203, \""W\"": 0.009795960285408493}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.011926171004147905, ""scores_json"": ""{\""A\"": 0.011926171004147905, \""C\"": 0.014768624472448878, \""K\"": 0.03422868943951896, \""W\"": 0.011926171004147905}""}]"
K_C_W_A,16,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010801317916831839, ""scores_json"": ""{\""A\"": 0.010801317916831839, \""C\"": 0.012404279186377343, \""K\"": 0.027327296716516354, \""W\"": 0.010898293362028928}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.01074034014362239, ""scores_json"": ""{\""A\"": 0.01074034014362239, \""C\"": 0.012410409058464555, \""K\"": 0.028068118466108103, \""W\"": 0.01074034014362239}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.008923853901864138, ""scores_json"": ""{\""A\"": 0.008923853901864138, \""C\"": 0.011517630390069492, \""K\"": 0.02767386135181813, \""W\"": 0.008923853901864138}""}]"
K_C_W_A,17,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009790212466409246, ""scores_json"": ""{\""A\"": 0.009790212466409246, \""C\"": 0.01180755638649019, \""K\"": 0.02824619271778514, \""W\"": 0.009790212466409246}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010978098942261596, ""scores_json"": ""{\""A\"": 0.010978098942261596, \""C\"": 0.012200792351037786, \""K\"": 0.02873667217755293, \""W\"": 0.011040994042777919}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.009727238591223661, ""scores_json"": ""{\""A\"": 0.009727238591223661, \""C\"": 0.013299313661256893, \""K\"": 0.029145945261973102, \""W\"": 0.009727238591223661}""}]"
K_C_W_A,18,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.011000167078510679, ""scores_json"": ""{\""A\"": 0.011000167078510679, \""C\"": 0.013124849574687234, \""K\"": 0.031629657593941395, \""W\"": 0.011037967522418882}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.01059640266252556, ""scores_json"": ""{\""A\"": 0.01059640266252556, \""C\"": 0.012611605158776809, \""K\"": 0.027509339292730934, \""W\"": 0.01059640266252556}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010729380047927273, ""scores_json"": ""{\""A\"": 0.010729380047927273, \""C\"": 0.012543112829912478, \""K\"": 0.03001829476696953, \""W\"": 0.010729380047927273}""}]"
K_C_W_A,19,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.00973973945586369, ""scores_json"": ""{\""A\"": 0.00973973945586369, \""C\"": 0.012388841188337994, \""K\"": 0.0297346065586233, \""W\"": 0.00973973945586369}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010209840508841453, ""scores_json"": ""{\""A\"": 0.010209840508841453, \""C\"": 0.01203582774526198, \""K\"": 0.0269630223835753, \""W\"": 0.01025743148807119}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.01161392021441292, ""scores_json"": ""{\""A\"": 0.01161392021441292, \""C\"": 0.01441263762633625, \""K\"": 0.03214046827082988, \""W\"": 0.01164368176503753}""}]"
K_C_W_A,20,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010642070915802848, ""scores_json"": ""{\""A\"": 0.010642070915802848, \""C\"": 0.012280272962014237, \""K\"": 0.030792940004945084, \""W\"": 0.010642070915802848}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010984957546158688, ""scores_json"": ""{\""A\"": 0.010984957546158688, \""C\"": 0.012463343069581476, \""K\"": 0.02995003396340294, \""W\"": 0.010991919067962383}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010860276673990098, ""scores_json"": ""{\""A\"": 0.010860276673990098, \""C\"": 0.013494447004475711, \""K\"": 0.0309434788286123, \""W\"": 0.010919055702526036}""}]"
K_C_W_A,21,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010778718078770394, ""scores_json"": ""{\""A\"": 0.010778718078770394, \""C\"": 0.012597814444895251, \""K\"": 0.030818998381054882, \""W\"": 0.010778718078770394}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.009966101855985995, ""scores_json"": ""{\""A\"": 0.009966101855985995, \""C\"": 0.012537278251000771, \""K\"": 0.026067634423683417, \""W\"": 0.009966101855985995}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010831578867335361, ""scores_json"": ""{\""A\"": 0.010831578867335361, \""C\"": 0.013909690500920667, \""K\"": 0.029292967372135364, \""W\"": 0.010908599574271868}""}]"
K_C_W_A,22,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.00967753877711816, ""scores_json"": ""{\""A\"": 0.00967753877711816, \""C\"": 0.012377493461037257, \""K\"": 0.028013387572774055, \""W\"": 0.009705960873499852}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009678123442139594, ""scores_json"": ""{\""A\"": 0.009678123442139594, \""C\"": 0.011033964131317084, \""K\"": 0.025851138909038188, \""W\"": 0.009692090301626153}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.011060911439882968, ""scores_json"": ""{\""A\"": 0.011060911439882968, \""C\"": 0.014771070045446406, \""K\"": 0.03311185590801825, \""W\"": 0.011060911439882968}""}]"
K_C_W_A,23,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.01003172202104842, ""scores_json"": ""{\""A\"": 0.01003172202104842, \""C\"": 0.011819782447622483, \""K\"": 0.030545740871909983, \""W\"": 0.010045971275926786}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.011098644255586055, ""scores_json"": ""{\""A\"": 0.011098644255586055, \""C\"": 0.012265975240143607, \""K\"": 0.03001088485766131, \""W\"": 0.011134988395904488}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010149216692073162, ""scores_json"": ""{\""A\"": 0.010149216692073162, \""C\"": 0.012963774847851514, \""K\"": 0.031075746726673965, \""W\"": 0.010149216692073162}""}]"
K_C_W_A,24,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010462624619492976, ""scores_json"": ""{\""A\"": 0.010462624619492976, \""C\"": 0.012687542849013888, \""K\"": 0.029663658034940373, \""W\"": 0.010509729085254382}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010300663463691344, ""scores_json"": ""{\""A\"": 0.010300663463691344, \""C\"": 0.012272676525534923, \""K\"": 0.028003891134735368, \""W\"": 0.010360140956548327}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.011658735296415193, ""scores_json"": ""{\""A\"": 0.011658735296415193, \""C\"": 0.015061129833180564, \""K\"": 0.03304178718596232, \""W\"": 0.011702907963707687}""}]"
K_C_W_A,25,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009077164059439976, ""scores_json"": ""{\""A\"": 0.009077164059439976, \""C\"": 0.011278837558193474, \""K\"": 0.025628247085197717, \""W\"": 0.009077164059439976}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010592764099789959, ""scores_json"": ""{\""A\"": 0.010592764099789959, \""C\"": 0.012203125485853592, \""K\"": 0.02913395796849224, \""W\"": 0.01059776445521444}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010938129680851819, ""scores_json"": ""{\""A\"": 0.010938129680851819, \""C\"": 0.014228596119737117, \""K\"": 0.031894872794796095, \""W\"": 0.010938129680851819}""}]"
K_C_W_A,26,K+C+W+A,K+C+W+A,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W+A"", ""rmse"": 0.010423786039334228, ""scores_json"": ""{\""A\"": 0.010423786039334228, \""C\"": 0.012799538933716059, \""K\"": 0.03048045142685295, \""W\"": 0.010443487056761494}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.010556932102912057, ""scores_json"": ""{\""A\"": 0.010556932102912057, \""C\"": 0.011451370249075091, \""K\"": 0.026969376602912525, \""W\"": 0.010594717687680635}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010127338907854834, ""scores_json"": ""{\""A\"": 0.010127338907854834, \""C\"": 0.013164043402033247, \""K\"": 0.03182720696853978, \""W\"": 0.010146821250023799}""}]"
K_C_W_A,27,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.011249574150657271, ""scores_json"": ""{\""A\"": 0.011249574150657271, \""C\"": 0.013430858466817415, \""K\"": 0.03240989154816441, \""W\"": 0.011249574150657271}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.012295718433330877, ""scores_json"": ""{\""A\"": 0.012295718433330877, \""C\"": 0.014348477017233076, \""K\"": 0.031564507660250256, \""W\"": 0.012295718433330877}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010341817739798243, ""scores_json"": ""{\""A\"": 0.010341817739798243, \""C\"": 0.013227396362739199, \""K\"": 0.02903192725426102, \""W\"": 0.010373274972139992}""}]"
K_C_W_A,28,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009708100692559946, ""scores_json"": ""{\""A\"": 0.009708100692559946, \""C\"": 0.012180390096273523, \""K\"": 0.026944985133037145, \""W\"": 0.009708100692559946}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009616203073282018, ""scores_json"": ""{\""A\"": 0.009616203073282018, \""C\"": 0.012230175672221968, \""K\"": 0.025200191282439617, \""W\"": 0.00963366189230237}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.010855008874394764, ""scores_json"": ""{\""A\"": 0.010855008874394764, \""C\"": 0.01462796385273608, \""K\"": 0.032030240022765784, \""W\"": 0.010870793893208833}""}]"
K_C_W_A,29,K+C+W,K+C+W+A,0,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010932305227194931, ""scores_json"": ""{\""A\"": 0.010932305227194931, \""C\"": 0.012779195730964013, \""K\"": 0.03131453824318254, \""W\"": 0.010932305227194931}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.008902134032873913, ""scores_json"": ""{\""A\"": 0.008902134032873913, \""C\"": 0.010203631394612816, \""K\"": 0.024460526417104087, \""W\"": 0.008902134032873913}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W"", ""rmse"": 0.010460671879976376, ""scores_json"": ""{\""A\"": 0.010460671879976376, \""C\"": 0.012534583506908108, \""K\"": 0.02976219874687304, \""W\"": 0.010460671879976376}""}]"
NULL,0,K+C+A,K,0,1,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+A"", ""rmse"": 0.010368225657692959, ""scores_json"": ""{\""A\"": 0.010368225657692959, \""C\"": 0.010376644721531277, \""K\"": 0.010420465532197424, \""W\"": 0.010376644721531277}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.010836025633133503, ""scores_json"": ""{\""A\"": 0.010836025633133503, \""C\"": 0.010836025633133503, \""K\"": 0.010836025633133503, \""W\"": 0.010836025633133503}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+A"", ""rmse"": 0.009100907320235429, ""scores_json"": ""{\""A\"": 0.009100907320235429, \""C\"": 0.00910826054823349, \""K\"": 0.00910826054823349, \""W\"": 0.00910826054823349}""}]"
NULL,1,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.0092587138479356, ""scores_json"": ""{\""A\"": 0.0092587138479356, \""C\"": 0.0092587138479356, \""K\"": 0.0092587138479356, \""W\"": 0.0092587138479356}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.010849441983048588, ""scores_json"": ""{\""A\"": 0.010849441983048588, \""C\"": 0.010849441983048588, \""K\"": 0.010849441983048588, \""W\"": 0.010849441983048588}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.00993210675651931, ""scores_json"": ""{\""A\"": 0.00993210675651931, \""C\"": 0.00993210675651931, \""K\"": 0.00993210675651931, \""W\"": 0.00993210675651931}""}]"
NULL,2,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.010384419452183205, ""scores_json"": ""{\""A\"": 0.010384419452183205, \""C\"": 0.010384419452183205, \""K\"": 0.010384419452183205, \""W\"": 0.010384419452183205}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.00816483288678584, ""scores_json"": ""{\""A\"": 0.00816483288678584, \""C\"": 0.00816483288678584, \""K\"": 0.00816483288678584, \""W\"": 0.00816483288678584}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.009958636935087598, ""scores_json"": ""{\""A\"": 0.009958636935087598, \""C\"": 0.009958636935087598, \""K\"": 0.009958636935087598, \""W\"": 0.009958636935087598}""}]"
NULL,3,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.010871043851612985, ""scores_json"": ""{\""A\"": 0.010871043851612985, \""C\"": 0.010871043851612985, \""K\"": 0.010871043851612985, \""W\"": 0.010871043851612985}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.010101124824271907, ""scores_json"": ""{\""A\"": 0.010101124824271907, \""C\"": 0.010101124824271907, \""K\"": 0.010101124824271907, \""W\"": 0.010101124824271907}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.009089226666021669, ""scores_json"": ""{\""A\"": 0.009089226666021669, \""C\"": 0.009089226666021669, \""K\"": 0.009089226666021669, \""W\"": 0.009089226666021669}""}]"
NULL,4,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.00966535104882803, ""scores_json"": ""{\""A\"": 0.00966535104882803, \""C\"": 0.00966535104882803, \""K\"": 0.00966535104882803, \""W\"": 0.00966535104882803}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C"", ""rmse"": 0.008673896190215157, ""scores_json"": ""{\""A\"": 0.008673896190215157, \""C\"": 0.008673896190215157, \""K\"": 0.008710784635278579, \""W\"": 0.008673896190215157}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.009941189815903976, ""scores_json"": ""{\""A\"": 0.009941189815903976, \""C\"": 0.00998857727055798, \""K\"": 0.010012240319145792, \""W\"": 0.00994750684985187}""}]"
NULL,5,K+C,K,0,1,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C"", ""rmse"": 0.010743815269064531, ""scores_json"": ""{\""A\"": 0.010743815269064531, \""C\"": 0.010743815269064531, \""K\"": 0.010749334221671103, \""W\"": 0.010743815269064531}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.008910260459628826, ""scores_json"": ""{\""A\"": 0.008910260459628826, \""C\"": 0.00905928563956468, \""K\"": 0.009108850221637982, \""W\"": 0.008910260459628826}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C"", ""rmse"": 0.010385925123410994, ""scores_json"": ""{\""A\"": 0.010385925123410994, \""C\"": 0.010385925123410994, \""K\"": 0.010483239349020776, \""W\"": 0.010385925123410994}""}]"
NULL,6,K+C+W,K,0,1,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.009311197081719048, ""scores_json"": ""{\""A\"": 0.009311197081719048, \""C\"": 0.009331782998517805, \""K\"": 0.00933183519070335, \""W\"": 0.009311197081719048}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.011122748502390471, ""scores_json"": ""{\""A\"": 0.011122748502390471, \""C\"": 0.011122748502390471, \""K\"": 0.011122748502390471, \""W\"": 0.011122748502390471}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C"", ""rmse"": 0.010021524425524318, ""scores_json"": ""{\""A\"": 0.010021524425524318, \""C\"": 0.010021524425524318, \""K\"": 0.010053843333451117, \""W\"": 0.010021524425524318}""}]"
